,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
442,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,4,Sunderland,Jordan Willis,19992.00,7.60,90.00,2.00,0.00,,0.00,1.00,0.00,16.00,3.00,53.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,Wycombe 11/01/2020,DF
443,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,4,Sunderland,Jordan Willis,19992.00,7.00,90.00,0.00,0.00,,0.00,0.00,0.00,26.00,1.00,65.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Doncaster 24/01/2020,DF
444,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,4,Sunderland,Jordan Willis,19992.00,7.10,90.00,0.00,0.00,,0.00,0.00,0.00,12.00,0.00,46.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tranmere Rovers 29/01/2020,DF
445,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,4,Sunderland,Jordan Willis,19992.00,6.00,90.00,0.00,0.00,,0.00,0.00,0.00,19.00,0.00,48.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,Portsmouth 01/02/2020,DF
446,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,4,Sunderland,Jordan Willis,19992.00,7.40,90.00,1.00,0.00,,0.00,0.00,0.00,21.00,0.00,51.00,1.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,DF
447,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,4,Sunderland,Jordan Willis,19992.00,6.90,90.00,0.00,0.00,,0.00,0.00,0.00,47.00,0.00,83.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Rochdale 11/02/2020,DF
448,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
449,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
450,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
451,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,MID
452,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,MID
453,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,MID
454,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
455,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,MID
456,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,MID
457,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
458,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,MID
459,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,MID
460,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,MID
461,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,MID
462,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,28,Sunderland,Josh Scowen,19589.00,6.60,31.00,0.00,0.00,1.00,0.00,0.00,0.00,8.00,0.00,53.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,Oxford United 15/02/2020,MID
463,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,MID
464,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,MID
465,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,MID
466,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,MID
467,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,MID
468,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,MID
469,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,MID
470,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,MID
471,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,MID
472,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,MID
473,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,MID
474,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,MID
475,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,MID
476,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,28,Sunderland,Josh Scowen,19589.00,,1.00,0.00,0.00,,0.00,0.00,0.00,2.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tranmere Rovers 29/01/2020,MID
477,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,MID
478,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,MID
479,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Josh Scowen,19589.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,MID
480,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,ATT
481,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,ATT
482,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,ATT
483,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,ATT
484,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,ATT
485,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,ATT
486,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,ATT
487,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,ATT
488,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,ATT
489,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,ATT
490,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,ATT
491,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,8,Sunderland,Kyle Lafferty,1759.00,6.60,13.00,1.00,0.00,,0.00,0.00,0.00,3.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MK Dons 18/01/2020,ATT
492,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,8,Sunderland,Kyle Lafferty,1759.00,6.60,14.00,1.00,0.00,,0.00,0.00,0.00,5.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fleetwood Town 25/02/2020,ATT
493,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,8,Sunderland,Kyle Lafferty,1759.00,6.60,9.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Bristol Rovers 22/02/2020,ATT
494,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,8,Sunderland,Kyle Lafferty,1759.00,6.50,10.00,0.00,0.00,,0.00,0.00,0.00,2.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Oxford United 15/02/2020,ATT
495,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,ATT
496,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,ATT
497,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,ATT
498,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,ATT
499,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,ATT
500,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,ATT
501,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,ATT
502,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,ATT
503,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,ATT
504,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,ATT
505,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,ATT
506,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,ATT
507,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,8,Sunderland,Kyle Lafferty,1759.00,6.80,18.00,0.00,0.00,,0.00,0.00,0.00,6.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Doncaster 24/01/2020,ATT
508,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Kyle Lafferty,1759.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,ATT
509,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,8,Sunderland,Kyle Lafferty,1759.00,6.50,45.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,Portsmouth 01/02/2020,ATT
510,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,8,Sunderland,Kyle Lafferty,1759.00,6.90,11.00,0.00,0.00,,0.00,1.00,0.00,2.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,ATT
511,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,8,Sunderland,Kyle Lafferty,1759.00,6.50,9.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Rochdale 11/02/2020,ATT
512,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,DF
513,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,DF
514,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,DF
515,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,DF
516,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,DF
517,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,DF
518,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,DF
519,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,DF
520,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,28,Sunderland,Laurens De Bock,8693.00,6.80,64.00,0.00,0.00,,0.00,0.00,0.00,19.00,1.00,79.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,MK Dons 28/09/2019,DF
521,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,28,Sunderland,Laurens De Bock,8693.00,6.00,65.00,1.00,1.00,,0.00,0.00,0.00,19.00,1.00,67.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,Lincoln City 05/10/2019,DF
522,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,28,Sunderland,Laurens De Bock,8693.00,6.90,90.00,1.00,1.00,,0.00,0.00,0.00,22.00,0.00,66.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,Gillingham 07/12/2019,DF
523,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,DF
524,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,DF
525,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,DF
526,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,DF
527,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Laurens De Bock,8693.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,DF
