,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
208,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,2,Sunderland,Connor McLaughlin,19633,6.9,18,0,0,,0,0,0,8,0,72,1,0,1,0,0,0,0,0,1,0,0,0,0,Tranmere Rovers 22/10/2019,DF
209,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,DF
210,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,2,Sunderland,Connor McLaughlin,19633,7.1,90,2,1,,0,0,0,53,4,75,0,0,1,0,0,4,2,2,2,3,0,1,0,Southend United 02/11/2019,DF
211,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,DF
212,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,2,Sunderland,Connor McLaughlin,19633,6.7,71,1,0,,0,0,0,25,1,67,3,0,1,0,0,0,0,1,0,0,0,0,0,Burton Albion 26/11/2019,DF
213,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,DF
214,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,DF
215,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,DF
216,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,DF
217,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,DF
218,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,DF
219,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,DF
220,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,DF
221,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,DF
222,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,2,Sunderland,Connor McLaughlin,19633,â€“,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ipswich Town 08/02/2020,DF
223,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Connor McLaughlin,19633,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,DF
224,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,33,Sunderland,Denver Hume,19888,6.2,45,0,0,,0,0,0,8,0,50,0,0,0,0,0,0,0,1,1,1,0,0,0,Ipswich Town 10/08/2019,DF
225,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,33,Sunderland,Denver Hume,19888,6.5,8,0,0,,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,Portsmouth 17/08/2019,DF
226,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Denver Hume,19888,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,DF
227,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,33,Sunderland,Denver Hume,19888,6.9,90,0,0,,0,0,0,43,1,76,0,0,0,0,0,2,2,0,0,1,0,0,0,AFC Wimbledon 24/08/2019,DF
228,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Denver Hume,19888,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,DF
229,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,33,Sunderland,Denver Hume,19888,6.7,90,0,0,,0,1,0,30,1,58,1,0,0,0,0,2,2,0,1,0,0,0,0,Acc'ton Stanley 14/09/2019,DF
230,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,33,Sunderland,Denver Hume,19888,6.2,90,0,0,,0,0,0,14,0,48,0,0,1,0,0,2,2,1,1,0,0,0,0,Rotherham Utd 17/09/2019,DF
231,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,33,Sunderland,Denver Hume,19888,6.3,45,0,0,,0,0,0,9,1,45,0,0,1,0,0,2,1,2,0,1,0,1,0,Bolton 21/09/2019,DF
232,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,33,Sunderland,Denver Hume,19888,6.8,26,0,0,,0,0,0,6,0,60,2,1,0,0,0,0,0,0,0,2,0,0,0,MK Dons 28/09/2019,DF
233,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Denver Hume,19888,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,DF
234,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Denver Hume,19888,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,DF
235,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,33,Sunderland,Denver Hume,19888,6.8,90,0,0,,0,0,0,18,2,66,1,2,1,0,0,3,1,0,2,3,0,0,0,MK Dons 18/01/2020,DF
236,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,33,Sunderland,Denver Hume,19888,6.7,65,0,0,,0,0,0,11,1,44,0,1,2,0,0,1,1,0,0,0,0,0,0,Fleetwood Town 25/02/2020,DF
237,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,33,Sunderland,Denver Hume,19888,6.3,90,1,0,,0,0,0,14,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol Rovers 22/02/2020,DF
238,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,33,Sunderland,Denver Hume,19888,6.7,90,1,0,,0,0,0,11,1,61,0,0,0,0,0,1,1,0,2,0,0,0,0,Oxford United 15/02/2020,DF
239,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,33,Sunderland,Denver Hume,19888,6.8,90,1,0,,0,0,0,18,0,66,2,1,0,0,0,2,2,0,1,0,0,0,0,Wycombe 19/10/2019,DF
240,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,33,Sunderland,Denver Hume,19888,7.1,90,0,0,,0,0,0,23,0,60,5,0,0,0,0,1,1,1,1,0,0,0,0,Tranmere Rovers 22/10/2019,DF
241,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,33,Sunderland,Denver Hume,19888,6.8,90,0,0,,0,0,0,34,1,61,2,0,0,0,0,8,6,1,1,0,0,0,0,Shrewsbury 26/10/2019,DF
242,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,33,Sunderland,Denver Hume,19888,8.3,90,1,0,,0,1,0,42,4,85,0,1,1,0,0,3,3,0,0,1,0,0,0,Southend United 02/11/2019,DF
243,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,33,Sunderland,Denver Hume,19888,6,90,0,0,,0,0,0,35,0,61,0,0,0,0,0,1,1,1,2,0,0,0,0,Coventry City 23/11/2019,DF
244,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,33,Sunderland,Denver Hume,19888,6.4,90,0,0,,0,0,0,29,1,65,1,0,0,0,0,4,4,0,2,0,0,0,0,Burton Albion 26/11/2019,DF
245,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,33,Sunderland,Denver Hume,19888,6.7,90,1,1,,0,0,0,20,1,71,0,0,0,0,0,2,1,0,2,1,0,0,0,Blackpool 14/12/2019,DF
246,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,33,Sunderland,Denver Hume,19888,6.9,90,2,0,,0,0,0,25,3,73,1,0,1,0,0,4,3,3,4,1,0,1,0,Bolton 26/12/2019,DF
247,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,33,Sunderland,Denver Hume,19888,6.6,90,2,0,,0,0,0,22,2,61,1,0,1,0,0,2,2,1,0,1,0,0,0,Fleetwood Town 01/01/2020,DF
248,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,33,Sunderland,Denver Hume,19888,6.4,90,0,0,,0,1,0,18,1,64,0,0,1,0,0,1,1,0,0,1,0,0,0,Doncaster 29/12/2019,DF
249,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,33,Sunderland,Denver Hume,19888,6.7,90,1,0,,0,0,0,25,2,78,1,0,1,0,0,2,1,1,0,0,0,0,0,Lincoln City 04/01/2020,DF
250,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,33,Sunderland,Denver Hume,19888,7,90,2,1,,0,0,1,18,0,62,2,0,0,0,0,0,0,1,0,0,0,0,0,Wycombe 11/01/2020,DF
251,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,33,Sunderland,Denver Hume,19888,6.8,90,0,0,,0,0,0,39,0,81,0,0,2,0,0,3,2,0,3,0,0,0,0,Doncaster 24/01/2020,DF
252,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,33,Sunderland,Denver Hume,19888,6.8,90,0,0,,0,0,0,13,1,76,1,0,0,0,0,0,0,0,1,0,0,0,0,Tranmere Rovers 29/01/2020,DF
253,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,33,Sunderland,Denver Hume,19888,6.1,69,0,0,,0,0,0,12,1,54,0,0,1,0,0,0,0,0,0,1,0,0,0,Portsmouth 01/02/2020,DF
254,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,33,Sunderland,Denver Hume,19888,7.2,79,2,0,,0,0,0,11,1,55,0,1,1,0,0,0,0,0,0,0,0,0,0,Ipswich Town 08/02/2020,DF
255,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,33,Sunderland,Denver Hume,19888,6.6,90,0,0,1,0,0,0,38,0,76,0,0,0,0,0,1,1,0,1,0,0,0,0,Rochdale 11/02/2020,DF
256,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
257,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
258,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
259,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,MID
260,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,MID
261,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,MID
262,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
263,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,MID
264,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,MID
265,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
266,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,MID
267,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,MID
268,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,14,Sunderland,Duncan Watmore,19913,7,12,0,0,,0,1,0,5,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,Fleetwood Town 25/02/2020,MID
269,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,14,Sunderland,Duncan Watmore,19913,6.5,9,0,0,,0,0,0,1,0,50,0,0,0,0,0,2,1,0,0,0,0,0,0,Bristol Rovers 22/02/2020,MID
270,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,MID
271,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,14,Sunderland,Duncan Watmore,19913,6.6,62,0,0,,0,0,0,10,2,66,0,0,0,0,0,0,0,0,0,1,0,0,0,Wycombe 19/10/2019,MID
272,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,14,Sunderland,Duncan Watmore,19913,7.8,72,4,1,,0,1,1,9,2,56,0,0,0,0,0,0,0,1,1,0,0,0,0,Tranmere Rovers 22/10/2019,MID
273,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,14,Sunderland,Duncan Watmore,19913,6.4,60,1,0,,0,0,0,10,0,66,0,0,0,0,0,1,1,0,0,1,0,0,0,Shrewsbury 26/10/2019,MID
274,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,14,Sunderland,Duncan Watmore,19913,6.8,28,3,0,,0,0,0,7,1,87,0,0,0,0,0,3,2,0,0,0,0,0,0,Southend United 02/11/2019,MID
275,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,14,Sunderland,Duncan Watmore,19913,6.7,24,1,0,,0,0,0,11,1,100,0,0,1,0,0,1,1,0,0,1,0,0,0,Coventry City 23/11/2019,MID
276,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,14,Sunderland,Duncan Watmore,19913,6.6,90,3,2,,0,0,0,25,0,80,0,0,2,0,0,1,1,0,1,1,0,0,0,Burton Albion 26/11/2019,MID
277,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,14,Sunderland,Duncan Watmore,19913,6.2,72,1,0,3,0,0,0,19,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,Blackpool 14/12/2019,MID
278,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,14,Sunderland,Duncan Watmore,19913,6.6,65,1,0,,0,0,0,15,1,88,0,0,0,0,0,3,2,0,0,1,0,0,0,Bolton 26/12/2019,MID
279,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,14,Sunderland,Duncan Watmore,19913,6.8,23,2,0,,0,0,0,6,0,60,0,0,0,0,0,1,1,2,1,0,0,0,0,Fleetwood Town 01/01/2020,MID
280,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,14,Sunderland,Duncan Watmore,19913,6.6,10,0,0,,0,0,0,1,0,50,0,0,0,0,0,1,1,0,0,0,0,0,0,Doncaster 29/12/2019,MID
281,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,14,Sunderland,Duncan Watmore,19913,6.5,26,0,0,,0,0,0,4,0,66,1,0,0,0,0,2,1,0,0,0,0,0,0,Lincoln City 04/01/2020,MID
282,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,MID
283,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,14,Sunderland,Duncan Watmore,19913,6.6,18,2,2,,0,0,0,5,0,100,0,0,0,0,0,2,0,0,0,0,0,0,0,Doncaster 24/01/2020,MID
284,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,MID
285,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,14,Sunderland,Duncan Watmore,19913,6.6,21,1,0,1,0,0,0,3,0,100,0,0,0,0,0,3,2,0,0,0,0,0,0,Portsmouth 01/02/2020,MID
286,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Duncan Watmore,19913,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,MID
287,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,14,Sunderland,Duncan Watmore,19913,6.5,12,0,0,,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochdale 11/02/2020,MID
288,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,18,Sunderland,George Dobson,20436,6.7,90,0,0,,0,0,0,30,1,75,0,2,2,0,0,0,0,0,0,1,0,1,0,Ipswich Town 10/08/2019,MID
289,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,George Dobson,20436,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
290,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,George Dobson,20436,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
291,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,18,Sunderland,George Dobson,20436,6.6,8,0,0,,0,0,0,1,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,AFC Wimbledon 24/08/2019,MID
292,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,18,Sunderland,George Dobson,20436,6.7,12,0,0,,0,0,0,7,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,P'borough Utd 31/08/2019,MID
293,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,18,Sunderland,George Dobson,20436,6.6,90,2,0,,0,0,0,34,0,75,2,0,0,0,0,0,0,0,0,4,0,0,0,Acc'ton Stanley 14/09/2019,MID
294,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,18,Sunderland,George Dobson,20436,6.7,90,0,0,,0,0,0,17,0,68,2,1,1,0,0,0,0,0,1,1,0,1,0,Rotherham Utd 17/09/2019,MID
