,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
430,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,4,Sunderland,Jordan Willis,19992,6.8,90,0,0,,0,0,0,12,0,44,1,0,2,0,0,0,0,0,1,1,0,0,0,Oxford United 15/02/2020,DF
431,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,4,Sunderland,Jordan Willis,19992,6.9,90,0,0,,0,0,0,26,0,72,2,0,2,0,0,0,0,0,1,0,0,0,0,Wycombe 19/10/2019,DF
432,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,4,Sunderland,Jordan Willis,19992,7.1,90,0,0,,0,0,0,28,0,68,1,0,1,0,0,0,0,0,3,2,0,0,0,Tranmere Rovers 22/10/2019,DF
433,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,4,Sunderland,Jordan Willis,19992,7,90,1,0,,0,0,0,35,0,87,2,0,0,0,0,2,2,0,1,1,0,0,0,Shrewsbury 26/10/2019,DF
434,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,4,Sunderland,Jordan Willis,19992,6.9,90,0,0,,0,0,0,28,0,77,1,0,0,0,0,0,0,0,1,2,0,0,0,Southend United 02/11/2019,DF
435,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,4,Sunderland,Jordan Willis,19992,7.2,68,0,0,,0,0,0,29,0,80,1,1,0,0,0,1,1,0,1,0,0,0,0,Coventry City 23/11/2019,DF
436,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,4,Sunderland,Jordan Willis,19992,7.3,90,1,0,,0,0,0,39,0,73,2,2,2,0,0,0,0,0,1,1,0,0,0,Burton Albion 26/11/2019,DF
437,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Jordan Willis,19992,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,DF
438,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,4,Sunderland,Jordan Willis,19992,7.5,90,0,0,,0,0,0,31,0,72,1,2,2,0,0,2,2,1,2,0,0,0,0,Bolton 26/12/2019,DF
439,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,4,Sunderland,Jordan Willis,19992,6.6,67,0,0,,0,0,0,28,0,75,1,0,0,0,0,0,0,0,0,1,0,1,0,Fleetwood Town 01/01/2020,DF
440,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,4,Sunderland,Jordan Willis,19992,6.8,90,0,0,,0,0,0,13,1,44,1,0,1,0,0,0,0,0,0,0,0,0,0,Doncaster 29/12/2019,DF
441,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,4,Sunderland,Jordan Willis,19992,6.6,90,1,1,,0,0,0,32,0,68,1,1,0,0,0,0,0,1,1,0,0,0,0,Lincoln City 04/01/2020,DF
442,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,4,Sunderland,Jordan Willis,19992,7.6,90,2,0,,0,1,0,16,3,53,0,0,0,0,0,1,1,0,2,1,0,0,0,Wycombe 11/01/2020,DF
443,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,4,Sunderland,Jordan Willis,19992,7,90,0,0,,0,0,0,26,1,65,1,0,2,0,0,1,0,0,1,0,0,0,0,Doncaster 24/01/2020,DF
444,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,4,Sunderland,Jordan Willis,19992,7.1,90,0,0,,0,0,0,12,0,46,1,1,1,0,0,0,0,0,0,0,0,0,0,Tranmere Rovers 29/01/2020,DF
445,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,4,Sunderland,Jordan Willis,19992,6,90,0,0,,0,0,0,19,0,48,1,0,1,0,0,1,0,1,2,0,0,0,0,Portsmouth 01/02/2020,DF
446,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,4,Sunderland,Jordan Willis,19992,7.4,90,1,0,,0,0,0,21,0,51,1,2,0,0,0,1,1,0,1,0,0,0,0,Ipswich Town 08/02/2020,DF
447,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,4,Sunderland,Jordan Willis,19992,6.9,90,0,0,,0,0,0,47,0,83,0,0,1,0,0,0,0,0,0,0,0,0,0,Rochdale 11/02/2020,DF
448,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
449,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
450,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
451,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,MID
452,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,MID
453,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,MID
454,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
455,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,MID
456,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,MID
457,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
458,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,MID
459,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,MID
460,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,MID
461,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,MID
462,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,28,Sunderland,Josh Scowen,19589,6.6,31,0,0,1,0,0,0,8,0,53,0,0,1,0,0,0,0,0,2,0,0,0,0,Oxford United 15/02/2020,MID
463,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,MID
464,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,MID
465,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,MID
466,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,MID
467,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,MID
468,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,MID
469,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,MID
470,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,MID
471,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,MID
472,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,MID
473,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,MID
474,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,MID
475,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 24/01/2020,MID
476,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,28,Sunderland,Josh Scowen,19589,â€“,1,0,0,,0,0,0,2,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,Tranmere Rovers 29/01/2020,MID
477,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 01/02/2020,MID
478,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,MID
479,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,,Sunderland,Josh Scowen,19589,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 11/02/2020,MID
480,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,ATT
481,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,ATT
482,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,ATT
483,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,ATT
484,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,ATT
485,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,ATT
486,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,ATT
487,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,ATT
488,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,ATT
489,Matchweek 12,Sat,05/10/2019,15:00Â (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,ATT
490,Matchweek 20,Sat,07/12/2019,15:00Â (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Gillingham 07/12/2019,ATT
491,Matchweek 28,Sat,18/01/2020,15:00Â (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,8,Sunderland,Kyle Lafferty,1759,6.6,13,1,0,,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,MK Dons 18/01/2020,ATT
492,Matchweek 13,Tue,25/02/2020,19:45Â (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,8,Sunderland,Kyle Lafferty,1759,6.6,14,1,0,,0,0,0,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,Fleetwood Town 25/02/2020,ATT
493,Matchweek 35,Sat,22/02/2020,15:00Â (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,8,Sunderland,Kyle Lafferty,1759,6.6,9,0,0,,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol Rovers 22/02/2020,ATT
494,Matchweek 34,Sat,15/02/2020,15:00Â (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,8,Sunderland,Kyle Lafferty,1759,6.5,10,0,0,,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,2,0,0,0,Oxford United 15/02/2020,ATT
495,Matchweek 14,Sat,19/10/2019,15:00Â (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,ATT
496,Matchweek 15,Tue,22/10/2019,19:45Â (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,ATT
497,Matchweek 16,Sat,26/10/2019,15:00Â (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,ATT
498,Matchweek 17,Sat,02/11/2019,15:00Â (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Southend United 02/11/2019,ATT
499,Matchweek 19,Sat,23/11/2019,15:00Â (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City 23/11/2019,ATT
500,Matchweek 7,Tue,26/11/2019,19:45Â (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,ATT
501,Matchweek 21,Sat,14/12/2019,15:00Â (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool 14/12/2019,ATT
502,Matchweek 23,Thu,26/12/2019,15:00Â (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,ATT
503,Matchweek 25,Wed,01/01/2020,15:00Â (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 01/01/2020,ATT
504,Matchweek 24,Sun,29/12/2019,15:00Â (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Doncaster 29/12/2019,ATT
505,Matchweek 26,Sat,04/01/2020,15:00Â (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 04/01/2020,ATT
506,Matchweek 27,Sat,11/01/2020,15:00Â (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,ATT
507,Matchweek 29,Fri,24/01/2020,19:45Â (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,8,Sunderland,Kyle Lafferty,1759,6.8,18,0,0,,0,0,0,6,0,75,0,0,0,0,0,0,0,0,1,0,0,0,0,Doncaster 24/01/2020,ATT
508,Matchweek 30,Wed,29/01/2020,19:45Â (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Kyle Lafferty,1759,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,ATT
509,Matchweek 31,Sat,01/02/2020,15:00Â (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,8,Sunderland,Kyle Lafferty,1759,6.5,45,0,0,1,0,0,0,5,0,71,0,0,0,0,0,0,0,0,1,1,0,0,0,Portsmouth 01/02/2020,ATT
510,Matchweek 32,Sat,08/02/2020,15:00Â (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,8,Sunderland,Kyle Lafferty,1759,6.9,11,0,0,,0,1,0,2,1,50,0,0,0,0,0,1,1,0,0,0,0,0,0,Ipswich Town 08/02/2020,ATT
511,Matchweek 33,Tue,11/02/2020,19:45Â (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,8,Sunderland,Kyle Lafferty,1759,6.5,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochdale 11/02/2020,ATT
512,Matchweek 2,Sat,10/08/2019,15:00Â (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,DF
513,Matchweek 3,Sat,17/08/2019,12:30Â (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,DF
514,Matchweek 4,Tue,20/08/2019,19:45Â (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,DF
515,Matchweek 5,Sat,24/08/2019,15:00Â (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,AFC Wimbledon 24/08/2019,DF
516,Matchweek 6,Sat,31/08/2019,15:00Â (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,P'borough Utd 31/08/2019,DF
517,Matchweek 8,Sat,14/09/2019,15:00Â (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Acc'ton Stanley 14/09/2019,DF
518,Matchweek 9,Tue,17/09/2019,19:45Â (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,DF
519,Matchweek 10,Sat,21/09/2019,15:00Â (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,,Sunderland,Laurens De Bock,8693,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 21/09/2019,DF
520,Matchweek 11,Sat,28/09/2019,15:00Â (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,28,Sunderland,Laurens De Bock,8693,6.8,64,0,0,,0,0,0,19,1,79,0,0,1,0,0,1,1,1,0,1,0,0,0,MK Dons 28/09/2019,DF
